ID,Sticker,Latitud,Longitud,Nombre_comun
,018018,"2,976,678","-75,283,962",Palma manila
,009504,"2,976,672","-75,283,966",Palma areca
,012458,"2,976,749","-7,528,395",Maíz tostao
,009523,"2,976,841","-75,283,621",Igua
,066763,"2,976,866","-75,283,611",Samán
,066763,"2,976,899","-75,283,586",Igua
,051422,"2,976,922","-75,283,573",Samán
,050465,"2,976,943","-75,283,556",Samán
,009299,"2,976,976","-75,283,559",Igua
,066796,"2,977,079","-7,528,354",Samán
,066785,"2,977,165","-75,283,507",Igua
,066785,"2,977,245","-7,528,346",Samán
,067434,"2,977,413","-75,283,414",Ocobo
,066746,"2,977,562","-75,283,387",Chirlobirlo
,067476,"297,759","-75,283,382",vainillo
,067460,"2,977,659","-75,283,464",Igua
,067460,"297,767","-75,283,494",Samán
,066799,"2,977,727","-75,283,763",Oití
,009341,"2,976,554","-75,284,229",Samán
,050380,"2,976,818","-75,284,157",Samán
,069981,"2,977,131","-75,284,094",vainillo
,069980,"2,977,164","-75,284,086",vainillo
,069995,"2,977,438","-75,284,027",Samán
,003792,2.978046,-75.283916,Oití
,003792,2.978046,-75.283916,Oití
,050440,"2,978,846","-75,283,695",Oití
,050440,"2,978,885","-75,283,693",Oití
,067295,"2,978,834","-75,282,582",Oití
,066803,"2,978,618","-75,282,726",Oití
,066803,"2,978,618","-75,282,726",Oití
,036577,"2,980,348","-75,281,875",Almendro
,067240,"2,980,612","-75,283,067",limoncillo
,066053,"2,978,513","-75,283,804",Neem
,065120,"2,981,399","-75,282,639",Almendro
,065653,"2,981,138",-75.281603,limoncillo
,065653,"2,981,138",-75.281603,limoncillo
,066842,"2,980,302","-75,281,803",Oití
,066808,"2,979,154","-75,282,394",Oití
,066809,"2,978,596","-7,528,256",Oití
,066809,"2,978,612","-75,282,599",Oití
,009397,"297,739","-75,282,792",Moringa
,067471,"2,977,269","-75,282,856",Oití
,067480,"2,976,841","-75,283,198",limoncillo
,066588,"2,976,106","-75,283,147",Mango
,066424,"2,977,661","-75,283,308",Oití
,006642,"2,977,705","-75,283,289",Oití
,066234,"2,970,243","-75,285,841",Samán
,066234,"2,970,156","-75,285,898",Samán
,066234,"2,970,149","-75,285,876",Guayacán amarillo
,066088,"2,969,893","-75,285,992",Igua
,066088,"2,969,931","-75,285,975",Leucaena
,066088,"2,969,908","-75,285,907",Samán
,066087,"2,969,756","-75,285,957",Leucaena
,067628,2.98342,-75.28111,Igua
,067628,2.98339,-75.28111,Guacimo
,066425,2.97619,-75.28249,Almendro
,004545,"2,939,536","-75,284,669",Almendro
,007174,"2,938,181","-7,528,493",Oití
,011913,"2,936,715","-75,284,369",Almendro
,023990,2.93622,-75.284415,Oití
,023961,"2,933,981","-75,284,415",Oití
,023997,"293,384","-75,284,419",Guayacan trebol
,011945,"2,933,293","-7,528,475",Oití
,011945,"2,933,292","-75,284,696",Mango
,038597,"2,933,759","-75,285,001",limoncillo
,038590,"293,345","-75,284,983",Guayacan trebol
,038590,"2,933,404","-75,284,981",Guayacan trebol
,038389,"2,932,904","-75,284,923",Hobo
,026531,"293,208","-75,284,971",Mango
,038585,"2,931,897","-75,285,019",Payandé
,024342,"2,931,337","-75,284,271",Ceiba
,012629,"2,933,648","-75,284,216",Almendro
,062522,"2,933,439","-75,284,186",Ocobo
,011938,"2,934,462","-7,528,364",Aceituno
,012719,"2,934,148","-75,283,594",Almendro
,012747,"2,933,946","-75,283,507",Oití
,012708,"2,933,621","-7,528,347",Guayacan trebol
,012708,"2,933,546","-75,283,481",Caucho elástica
,036048,"2,933,144","-7,528,323",Igua
,036050,"2,933,297","-75,283,269",Igua
,036050,"2,933,364","-75,283,286",Igua
,028392,"2,933,992","-7,528,342",Mamoncillo
,007173,"2,934,725","-75,283,516",Hobo
,015759,"2,935,083","-75,283,586",Caucho elástica
,028366,"2,934,997","-752,837",Samán
,028367,"293,557","-75,283,837",Gomo
,028367,"293,557","-75,283,837",Gomo
,028374,"2,935,832","-75,283,913",Samán
,028374,"2,935,872","-75,283,936",Samán
,037056,"293,604","-75,283,985",Samán
,037056,"2,936,071","-75,284,005",Samán
,028378,"2,936,676","-75,284,166",Samán
,028394,"2,937,274","-75,284,322",Samán
,028386,"293,764","-7,528,442",Leucaena
,028386,"2,937,901","-75,284,495",Samán
,011967,"2,939,471","-75,282,519",Pomarrosa
,007347,"2,939,531","-75,282,305",Aliso
,025163,"2,938,104","-7,528,196",Oití
,025886,2.937669,-75.282023,Aceituno
,025756,"293,684","-75,281,877",Oití
,029420,"2,935,323","-7,528,195",Oití
,029420,"2,935,313","-7,528,198",Oití
,029406,"2,935,285","-75,282,106",Guacimo
,029419,"2,935,162","-75,282,393",Ocobo
,029426,"2,935,082","-75,282,754",Oití
,029427,2.934969,-75.2832,Oití
,007352,"2,934,927","-75,283,163",Mango
,007194,"2,934,506","-75,282,988",Palo De Cruz
,007356,"2,933,735","-75,283,074",Oití
,007356,"2,933,735","-75,283,074",Oití
,007357,"2,933,605","-75,282,655",Leucaena
,007346,"2,933,872","-75,282,657",Oití
,007346,"2,933,872","-75,282,657",Oití
,007061,"2,934,227","-75,282,669",Noni
,007291,"2,934,332","-75,282,666",Mango
,007081,"2,934,905","-75,282,728",Oití
,007351,"2,934,647","-75,282,063",limoncillo
,007086,"2,934,535","-75,282,035",Pomarrosa
,031296,"2,934,506","-75,281,928",Guayacan trebol
,007058,"293,447","-75,281,791",Guayacan trebol
,007058,"293,448","-75,281,835",Guayacan trebol
,007057,"293,452","-75,281,701",Guayacan trebol
,007355,"2,934,538","-75,281,548",Guayacan trebol
,038904,"2,934,631","-75,281,351",Almendro
,031221,2.970866,-75.291303,Guadua
,031221,2.970913,-75.291388,Samán
,004553,2.970975,-75.291407,Samán
,004488,2.970682,-75.291396,Samán
,0608-100,"2,970,678","-75,291,692",Oití
,030317,"2,971,322","-75,292,677",Neem
,026400,"2,971,588","-75,292,679",Oití
,025359,"2,971,727","-75,292,624",Oití
,004961,"2,972,596","-75,292,893",Carbonero
,054039,"2,972,462","-75,292,912",Mango
,026781,"2,972,474","-75,292,625",Neem
,030036,2.972347,-75.292442,Guacimo
,069644,"2,972,165","-75,292,378",Neem
,010470,"2,972,175","-75,292,302",Guacimo
,010470,"2,972,175","-75,292,302",Payandé
,010470,"297,194","-75,292,128",Neem
,005046,"2,971,793","-75,292,155",Oití
,005046,"297,177","-75,292,129",Oití
,003989,2.971781,-75.292034,Oití
,003989,2.971774,-75.292,Oití
,004463,2.970894,-75.29213,Samán
,023444,"2,970,705","-75,291,984",Caucho sp.
,024599,"2,971,019","-75,291,151",Almendro
,024599,"2,971,019","-75,291,151",Almendro
,024599,"2,971,043","-75,290,783",Oití
,011396,2.971035,-75.290898,Oití
,024600,"297,109","-75,290,464",Samán
,029594,"2,970,928","-75,292,698",Carbonero
,029594,"2,970,928","-75,292,698",Carbonero
,050936,"2,971,343","-7,529,054",Oití
,050936,"2,971,343","-7,529,054",Oití
,016038,"2,971,821","-7,529,157",Guacimo
,004373,"2,972,036","-75,290,643",Oití
,004373,"2,972,036","-75,290,643",Oití
,004373,"2,972,041","-75,290,605",Oití
,004373,"2,972,041","-75,290,605",Oití
,025523,"2,972,365","-75,290,652",Oití
,025523,"2,972,412","-75,290,673",Sombrilla
,003321,"2,972,927","-75,291,382",Oití
,031525,"2,973,133","-75,291,302",Almendro
,020780,"2,973,352","-75,291,853",Oití
,020780,"2,973,352","-75,291,853",Oití
,020779,"2,973,324","-75,292,019",limoncillo
,020779,"2,973,324","-75,292,019",limoncillo
,020779,"2,973,324","-75,292,019",limoncillo
,008067,"297,337","-75,292,091",limoncillo
,008067,"2,973,419","-75,292,117",limoncillo
,007475,"2,973,438","-75,291,834",Oití
,020781,"2,973,469","-75,291,741",Ocobo
,020770,"297,342","-75,291,633",Neem
,020799,"2,973,271","-75,291,607",Aceituno
,003468,"2,973,034","-75,292,405",Neem
,003463,"2,973,369","-75,292,537",Oití
,003311,"2,973,314","-75,291,153",Almendro
,003309,"2,973,265","-75,291,356",Cují
,003472,"2,973,547","-75,291,721",Oití
,050830,"2,973,762","-75,291,637",limoncillo
,050830,"2,973,779","-75,291,654",limoncillo
,012316,"2,974,011","-75,291,222",Oití
,012067,"2,973,997","-75,291,086",Oití
,012067,"2,973,997","-75,291,064",Oití
,038714,"2,975,348","-7,529,188",marañon
,018251,"2,975,602","-75,291,841",limoncillo
,018251,"2,975,631","-75,291,873",Oití
,018251,"2,975,631","-75,291,873",Oití
,018177,"2,975,647","-7,529,218",Guacimo
,012315,"2,975,587","-75,292,205",Chirlobirlo
,012311,"2,976,121","-75,292,918",Mamoncillo
,018183,"2,975,945","-75,293,234",Neem
,012341,"2,975,901","-75,293,487",Guacimo
,012498,"2,975,803","-75,293,994",Guacimo
,012498,"2,975,782","-75,293,993",Neem
,012301,"2,975,501","-75,293,902",Sombrilla
,012339,"2,974,987","-7,529,372",Guacimo
,012339,"2,974,987","-7,529,372",Guacimo
,012339,"2,974,945","-75,293,701",Guacimo
,012338,"2,974,879","-75,293,696",limoncillo
,012338,"2,974,829","-75,293,706",Guacimo
,012491,"2,974,779","-75,293,678",Guacimo
,012491,"2,974,736","-75,293,662",Guacimo
,012491,"2,974,706","-75,293,653",Guacimo
,050443,"2,975,785","-75,292,547",limoncillo
,050443,"2,975,785","-75,292,547",limoncillo
,050443,"2,975,785","-75,292,547",limoncillo
,012343,"2,975,785","-75,292,574",limoncillo
,018176,"2,975,029","-75,292,901",Chitato
,019824,"2,974,336","-75,292,445",Oití
,038510,"2,975,011","-75,291,359",Guacimo
,012451,"2,974,878","-75,291,499",Sombrilla
,012451,"2,974,875","-7,529,151",Neem
,020646,"2,958,175","-75,296,298",Mamoncillo
,021314,"2,958,096","-75,295,822",Caucho benjamin
,021314,"2,958,096","-75,295,822",Caucho benjamin
,021314,"2,958,073","-75,295,776",Caucho benjamin
,021314,"2,958,092","-75,295,745",Mamoncillo
,004440,"2,957,908","-75,295,364",Guayacan trebol
,004440,"2,958,045","-75,295,342",Mango
,004530,"2,957,876","-75,295,018",Oití
,004530,"2,957,904","-75,295,007",Oití
,004530,"2,957,904","-75,295,007",Oití
,012518,"2,958,022","-75,294,643",Oití
,012518,"2,958,037","-75,294,689",Oití
,012518,"295,797","-75,294,711",Oití
,011436,"2,958,041","-75,294,449",Almendro
,004853,"2,957,653","-75,293,892",Oití
,004427,"2,957,834","-75,293,854",Sombrilla
,012509,"2,957,769","-75,293,684",Almendro
,005266,"2,958,821","-75,294,958",Guayacán Amarillo
,005278,"2,959,123","-75,294,983",Almendro
,005278,"2,959,178","-75,294,986",Pomarrosa
,011438,"2,959,225","-75,295,334",Tamarindo
,005432,"2,959,413","-75,295,957",Vainillo
,054432,"2,959,585","-75,296,337",Caucho benjamin
,023776,"2,959,909","-7,529,623",Mango
,023776,"2,959,839","-75,296,239",Mango
,005405,"2,959,611","-752,967",Oití
,005407,"2,959,988","-75,296,646",Oití
,005471,"296,004","-75,296,131",Oití
,054423,"2,960,328","-75,296,115",Oití
,054433,"2,960,358","-75,296,102",Oití
,005474,"2,960,325","-75,295,766",Mango
,005474,"2,960,369","-75,295,763",Palo De Cruz
,005377,"296,022","-75,295,799",Mango
,005396,"2,959,716","-75,295,633",Oití
,005396,"2,959,758","-7,529,562",Oití
,005483,"2,960,354","-7,529,659",Cují
,005491,"2,960,229","-75,296,383",Pomarrosa
,005491,"2,960,211","-75,296,349",Pomarrosa
,011633,"2,960,577","-75,296,564",Pomarrosa
,005439,"2,960,514","-75,296,149",limoncillo
,054430,"2,960,571","-75,296,056",Oití
,005492,"2,960,863","-75,296,526",Oití
,005495,"2,960,453","-75,295,665",Palo De Cruz
,005428,"2,960,763","-75,295,948",Oití
,005428,"2,960,757","-75,295,895",Palo De Cruz
,005362,"296,063","-75,295,365",Oití
,029432,"2,960,428","-75,294,804",Totumo
,029432,"2,960,426","-75,294,756",Oití
,029449,"2,960,411","-75,294,682",Guayacan trebol
,029443,"2,960,292","-75,294,594",Guayacan trebol
,005205,"296,037","-75,294,511",Mango
,005285,"2,960,444","-75,294,808",Naranjo
,005256,"2,960,233","-75,294,876",Oití
,054431,"2,960,113","-75,296,226",Pomarrosa
,029432,2.960445,-75.294759,Guayacan trebol
,005257,"2,960,003","-75,294,929",Caimo
,005257,"2,959,913","-75,294,916",Pomarrosa
,005298,2.959841,-75.294937,Pomarrosa
,005279,"2,959,533","-75,294,927",Pomarrosa
,005343,"2,959,442","-75,294,442",Ceiba
,007710,"2,959,495","-75,294,353",Caucho benjamin
,031368,"2,959,388","-75,294,198",Neem
,031324,"295,932","-75,294,216",Neem
,005268,"2,959,038","-75,294,599",Oití
,005270,"2,959,023","-75,294,499",Mango
,005267,"2,958,794","-75,294,468",Oití
,005294,"2,959,302","-75,294,064",Mango
,005294,"2,959,238","-75,294,071",Mango
,005265,"2,959,084","-75,294,076",Oití
,005269,"295,909","-75,293,857",Oití
,005254,"2,958,835","-75,293,638",Mango
,005296,"2,958,787","-75,293,438",Oití
,021639,"2,958,866","-75,293,361",Tamarindo
,005274,"2,959,557","-75,293,485",Oití
,021608,"2,959,921","-75,293,167",Almendro
,015738,"2,959,968","-75,293,117",Sombrilla
,015738,"2,959,968","-75,293,117",Sombrilla
,015736,"2,959,979","-75,293,102",Almendro
,015736,"2,959,998","-75,293,098",Lluvia de oro
,015736,"2,959,993","-75,293,129",Guayacan trebol
,015736,"2,960,049","-75,293,184",limoncillo
,015739,"2,960,052","-7,529,324",Lluvia de oro
,004978,"2,960,086","-7,529,329",Cují
,005288,"2,960,117","-75,293,913",Mango
,005247,"2,959,519","-75,294,054",Almendro
,005247,"295,952","-75,294,117",Almendro
,005281,"2,959,668","-75,294,147",Almendro
,005291,"2,959,459","-75,293,733",Pomarrosa
,021602,"2,960,099","-75,293,055",Almendro
,021602,"296,009","-75,293,086",Almendro
,018132,"2,960,754","-75,293,973",Maíz tostao
,004990,"2,960,382","-7,529,405",Mango
,004979,"296,029","-75,294,059",Oití
,008946,"2,960,545","-75,294,531",Almendro
,018367,"2,960,844","-75,294,477",Guayacan trebol
,018123,"2,960,947","-75,294,522",Almendro
,011424,"2,961,609","-75,294,478",Almendro
,052227,"2,961,566","-75,294,912",Mango
,005480,"2,961,085","-75,295,202",Mango
,005423,"296,113","-75,296,063",Guayacan trebol
,005423,"2,961,208","-75,296,067",Oití
,016117,"2,961,117","-75,296,489",Oití
,027235,"296,129","-7,529,643",Oití
,018462,"296,202","-75,296,103",Pomarrosa
,018468,"296,203","-75,296,337",Oití
,018423,"2,962,329","-7,529,425",Oití
,018423,"2,962,329","-7,529,425",Oití
,018080,"2,962,837","-75,296,227",Almendro
,054497,2.963042,-75.295608,Mamoncillo
,018451,"2,961,635","-75,294,886",Maíz tostao
,021506,2.962819,-75.294769,Almendro
,027506,"2,962,797","-75,294,749",Ocobo
,021399,"2,962,734","-75,294,384",Almendro
,029363,"2,957,597","-75,293,546",Leucaena
,029363,"2,957,613","-75,293,544",Leucaena
,029334,"2,957,893","-75,293,395",Leucaena
,029332,"2,958,097","-7,529,342",Leucaena
,037530,"2,958,884","-75,293,185",Guacimo
,037546,"2,959,199","-75,293,112",Leucaena
,036796,"2,959,477","-75,293,134",Guayacan trebol
,067653,2.959708,-75.293099,Samán
,067653,"2,959,607","-75,293,022",Payandé
,067653,"2,959,607","-75,293,022",Payandé
,025632,"2,934,616","-752,917",Guacimo
,025638,"2,935,188","-75,291,905",Tamarindo
,025633,"2,935,506","-75,292,028",Almendro
,019146,"2,935,301","-75,291,395",Pomarrosa
,019212,"293,524","-75,291,379",Pomarrosa
,019212,"2,935,195","-75,291,375",Pomarrosa
,004265,"2,934,188","-75,290,279",Pomarrosa
,004272,"2,934,241","-75,290,287",Pomarrosa
,004357,"2,934,224","-7,529,036",Pomarrosa
,004294,"2,934,271","-7,529,036",Pomarrosa
,004063,"2,934,717","-75,290,336",Acacia roja
,025645,"2,934,827","-7,529,035",Acacia roja
,004233,"2,935,348","-7,529,071",Pomarrosa
,004263,"2,935,366","-75,290,619",Pomarrosa
,025634,"2,935,013","-75,289,948",Pomarrosa
,004133,"2,935,595","-75,290,774",Guayacan trebol
,004316,"2,935,857","-75,290,384",Pomarrosa
,004337,"2,935,755","-75,290,999",flor de reina
,004340,"2,936,665","-75,290,945",ocobo
,004136,"2,936,314","-75,290,885",mango
,004153,"2,936,102","-75,290,866",Guayacan trebol
,004333,"2,936,725","-75,290,158",Maíz tostao
,004333,"293,671","-75,290,205",Pomarrosa
,006437,"2,936,802","-7,528,997",flor de reina
,020884,"2,936,788","-7,528,985",neem
,020900,"2,936,916","-75,289,793",Samán
,004262,"2,936,748","-75,289,908",Guayacan trebol
,004262,"2,936,743","-75,289,832",ocobo
,020875,"2,937,104","-75,289,857",Vainillo
,032271,"2,937,384","-7,528,981",Palma abanico
,020898,"2,937,347","-75,289,656",Cuacho benjamin
,020898,"293,736","-75,289,673",Samán
,020897,"2,937,312","-75,289,649",Acacia roja
,020878,"2,937,257","-75,289,505",Neem
,020881,"2,937,062","-75,289,276",Caracolí
,020883,"2,937,197","-75,289,323",neem
,020890,"2,937,276","-7,528,933",Samán
,004248,"2,936,465","-75,289,141",Pomarrosa
,004155,"2,936,375","-75,289,354",Pomarrosa
,004352,"2,936,354","-75,289,494",Pomarrosa
,004352,"2,936,346","-75,289,568",Pomarrosa
,025650,"2,936,488","-7,528,995",Pomarrosa
,004135,"2,936,205","-75,289,096",Pomarrosa
,004259,"2,935,982","-75,289,252",Pomarrosa
,004374,"2,935,526","-75,289,405",Pomarrosa
,004374,"2,935,514","-75,289,496",Pomarrosa
,025637,"2,935,085","-75,289,402",Vainillo
,025811,"2,935,647","-75,289,795",Pomarrosa
,025811,"2,935,734","-75,289,815",Pomarrosa
,004131,"2,934,781","-75,288,893",Oití
,004131,"2,934,781","-75,288,893",Oití
,019253,"2,934,609","-75,289,575",mango
,019152,"2,934,578","-75,289,312",Oití
,037011,"293,425","-7,528,888",Oití
,037011,"2,934,261","-75,288,909",Oití
,004348,"2,933,789","-75,288,696",Cují
,025649,"2,933,853","-75,289,509",Lluvia de oro
,025649,"2,933,913","-75,289,512",Pomarrosa
,037037,"2,934,033","-75,289,933",neem
,037037,"2,934,036","-75,289,914",neem
,037037,"2,934,036","-75,289,914",neem
,025613,"2,936,913","-75,288,762",Oití
,025660,"2,936,868","-7,528,866",Vainillo
,004248,"2,936,432","-75,289,147",Pomarrosa
,004054,"2,934,114","-7,528,877",Almendro
,004062,"2,933,318","-75,288,591",Oití
,025684,"2,936,948","-75,288,639",Oití
,028285,"2,937,762","-75,288,963",Pomarrosa
,028285,"2,937,775","-75,288,929",Pomarrosa
,004827,"293,781","-75,288,881",Pomarrosa
,004542,"2,936,522","-7,528,832",Almendro
,004873,"2,936,492","-75,288,605",Pomarrosa
,004831,"2,936,408","-75,288,791",Pomarrosa
,004805,"2,936,074","-75,288,224",Oití
,004805,"2,936,137","-75,288,271",Flor de reina
,004824,"2,935,967","-7,528,878",vainillo
,019823,"2,935,963","-75,287,939",Oití
,004564,"2,935,559","-75,288,753",Guayacan trebol
,025685,"2,935,227","-75,288,123",mango
,025685,"2,935,218","-75,288,178",neem
,025685,"2,935,219","-7,528,821",Mango
,037439,"293,434","-75,288,531",Lluvia de oro
,037439,"2,934,332","-75,288,557",Oití
,012694,"293,353","-75,288,211",Pomarrosa
,020934,"2,933,423","-75,287,665",Oití
,020915,"2,933,162","-75,287,498",Pomarrosa
,004241,"2,934,321","-75,286,661",Oití
,004241,"2,934,275","-75,286,665",Oití
,012633,"2,933,896","-75,285,835",Pomarrosa
,011572,"2,933,809","-75,286,258",Oití
,012765,"2,932,911","-75,286,703",Almendro
,012683,"2,932,214","-75,286,686",Ceiba
,012644,"293,234","-7,528,656",Neem
,069117,"2,931,528","-75,286,976",Almendro
,012639,"2,931,335","-75,286,288",Oití
,005196,"2,931,306","-75,285,832",Oití
,009156,"2,931,341","-75,285,825",Oití
,012257,"2,931,388","-75,285,775",Gomo
,012257,"2,931,388","-75,285,775",Gomo
,012257,"2,931,501","-75,285,701",Tulipan africano
,012257,"293,151","-75,285,758",Flor de reina
,064572,"2,931,495","-75,285,649",Oití
,064572,"2,931,495","-75,285,649",Oití
,012745,"2,931,705","-75,285,823",Pomarrosa
,012622,"2,932,081","-7,528,584",Oití
,012203,"2,932,161","-75,285,733",Oití
,012276,"2,932,187","-75,285,405",Oití
,012276,"2,932,187","-75,285,405",Oití
,012712,"2,932,143","-75,285,138",Mango
,012675,"2,931,798","-75,285,152",Pomarrosa
,062963,"2,937,511","-752,892",Guayacan trebol
,062975,"2,937,289","-75,289,167",Guayacan trebol
,062975,"2,937,198","-7,528,917",Guayacan trebol
,062961,"2,936,996","-75,289,125",vainillo
,062993,2.936632,-75.28906,Guayacan trebol
,030817,"2,935,855","-75,288,928",Leucaena
,062918,"2,935,533","-75,288,906",Guayacan trebol
,062913,"2,935,274","-7,528,887",Guayacan trebol
,062916,"2,935,023","-75,288,835",Guayacan trebol
,030826,"2,934,264","-75,288,709",Leucaena
,030826,"293,428","-75,288,711",Leucaena
,062922,"2,933,905","-75,288,621",Ocobo
,062922,"2,933,824","-75,288,575",Acacia roja
,069544,"2,933,534","-75,288,566",Guayacan trebol
,030806,"2,933,315","-75,288,482",Guayacan trebol
,062972,"2,933,109","-75,288,435",Guayacan trebol
,062972,"2,933,049","-75,288,447",Neem
,029442,2.93700719,-75.27960811,Caucho benjamin
,C0624&C8-0939,2.93738923,-75.27934056,Mamoncillo
,C0624&C8-0939,2.93731624,-75.27936973,Aceituno
,C0619&C8-0938,2.93743779,-75.27944081,Ocobo
,SC,2.93728845,-75.27967483,Maíz tostao
,C0623&C8-0940,2.93724258,-75.27981363,Ceiba
