ID,Sticker,Latitud,Longitud,Nombre_comun
5677,017128,2.968075,-75.29476,Oití
5678,017114,2.968178,-75.294702,Oití
5679,017117,2.96808,-75.294746,Guayacan trebol
5680,017124,2.968247,-75.294838,Guayacan trebol
5681,017127,2.968201,-75.294661,Guayacan trebol
5682,017129,2.968036,-75.294913,Mango
5683,017129,2.968053,-75.294885,Mamoncillo
5684,007302,2.968857,-75.294585,Pomarrosa
5685,006988,2.968794,-75.294357,Pomarrosa
5686,026528,2.968837,-75.294228,Almendro
5687,026528,2.968782,-75.294273,Almendro
5688,026562,2.96904,-75.29443,Mango
5689,007310,2.969185,-75.294792,Oití
5690,007310,2.969185,-75.294792,Oití
5691,007310,2.96918,-75.294819,Pomarrosa
5692,007307,2.969494,-75.294723,Veranera
5693,007379,2.969401,-75.294368,Palo de cruz
5694,007379,2.969401,-75.294368,Palo de cruz
5695,010806,2.968951,-75.293861,Oití
5696,036381,2.967871,-75.294147,Lluvia de oro
5697,006780,2.967781,-75.294015,Guayacan trebol
5698,006780,2.967764,-75.293967,Samán
5699,012247,2.968034,-75.293982,Acacia roja
5700,012247,2.968034,-75.293982,Acacia roja
5701,011485,2.967677,-75.293701,Oití
5702,039669,2.967538,-75.293101,Guayacan trebol
5703,039669,2.967538,-75.293101,Guayacan trebol
5704,020684,2.967537,-75.292875,Ocobo
5705,006958,2.968162,-75.293215,Guayacan trebol
5706,006958,2.968154,-75.293187,Mango
5707,018068,2.968361,-75.293745,Neem
5708,031970,2.968703,-75.293259,Samán
5709,007378,2.969924,-75.29508,Oití
5710,007378,2.969889,-75.29507,Oití
5711,007378,2.969889,-75.29507,Oití
5712,007378,2.969796,-75.29496,Aceituno
5713,007378,2.969732,-75.294978,Aceituno
5714,027451,2.969744,-75.294499,Mango
5715,007306,2.969793,-75.294703,Pomarrosa
5716,007315,2.969642,-75.294345,Guayacan trebol
5717,005352,2.969494,-75.29361,Almendro
5718,005352,2.969491,-75.293557,Mamoncillo
5719,005339,2.96946,-75.293407,Neem
5720,018089,2.969238,-75.29375,Oití
5721,018089,2.969228,-75.293697,Oití
5722,005303,2.969095,-75.293367,Oití
5723,006947,2.969241,-75.292649,Oití
5724,005308,2.96898,-75.292486,Samán
5725,006949,2.968653,-75.292237,Oití
5726,020698,2.968229,-75.292531,Mango
5727,020698,2.968176,-75.292552,Oití
5728,019171,2.967395,-75.291533,Samán
5729,019171,2.967395,-75.291533,Samán
5730,023012,2.967269,-75.290915,limoncillo
5731,005056,2.96781,-75.291006,Mango
5732,005056,2.96779,-75.291064,Pomarrosa
5733,005083,2.967946,-75.291235,Mango
5734,050836,2.967918,-75.291273,Anon
5735,011727,2.968177,-75.290964,Pomarrosa
5736,011737,2.968102,-75.290533,Oití
5737,011715,2.968244,-75.290927,limoncillo
5738,011715,2.968244,-75.290927,limoncillo
5739,011715,2.968276,-75.290907,limoncillo
5740,011715,2.968303,-75.290896,limoncillo
5741,011715,2.968303,-75.290896,limoncillo
5742,011715,2.968303,-75.290896,limoncillo
5743,011722,2.968302,-75.291219,Almendro
5744,011758,2.968542,-75.291169,Oití
5745,011758,2.968542,-75.291169,Oití
5746,011735,2.968673,-75.2908,Pomarrosa
5747,011735,2.968696,-75.290783,Pomarrosa
5748,067815,2.968715,-75.290212,Oití
5749,067815,2.968715,-75.290212,Oití
5750,032668,2.968757,-75.290143,Oití
5751,032095,2.969214,-75.290655,Ceiba
5752,067142,2.975815,-75.284815,limoncillo
5753,067145,2.976118,-75.284935,Palo de cruz
5754,067138,2.976144,-75.284705,Oití
5755,067138,2.976151,-75.284676,Pomarrosa
5756,033132,2.976369,-75.284917,Noni
5757,033139,2.976349,-75.285222,Pomarrosa
5758,033139,2.976346,-75.28525,Mango
5759,033149,2.97632,-75.285255,limoncillo
5760,033149,2.976303,-75.285262,limoncillo
5761,067132,2.976454,-75.285355,Carbonero
5762,033144,2.976668,-75.284897,Oití
5763,069918,2.977416,-75.284366,Ocobo
5764,066475,2.978399,-75.284532,Mamoncillo
5765,066475,2.978399,-75.284532,Mamoncillo
5766,067476,2.978492,-75.284588,Vainillo
5767,066549,2.978188,-75.28408,Oití
5768,006672,2.978317,-75.284018,Oití
5769,006672,2.978317,-75.284018,Oití
5770,005450,2.978543,-75.283878,Pomarrosa
5771,050922,2.978771,-75.283918,Vainillo
5772,030235,2.978829,-75.283905,Samán
5773,030235,2.978807,-75.283946,Ocobo
5774,030235,2.978765,-75.284004,Melina
5775,030054,2.978979,-75.284013,Melina
5776,030054,2.979018,-75.284,Ocobo
5777,050918,2.979136,-75.28384,Neem
5778,050918,2.979153,-75.283832,Oití
5779,050918,2.97912,-75.283837,Oití
5780,066442,2.979828,-75.284345,Neem
5781,066442,2.979828,-75.284345,Neem
5782,016024,2.97882,-75.284182,Cují
5783,066629,2.978878,-75.284379,Oití
5784,030099,2.977824,-75.285857,Ocobo
5785,022506,2.976039,-75.286383,Neem
5786,036017,2.976115,-75.286347,Neem
5787,021099,2.975986,-75.286224,Guayacan trebol
5788,033175,2.976679,-75.285571,Oití
5789,033170,2.976297,-75.285447,Pomarrosa
5790,067046,2.976088,-75.285435,Almendro
5791,067136,2.975641,-75.285853,Almendro
5792,021537,2969668,-75289962,Neem
5793,021586,2969378,-75289978,Guacimo
5794,021586,2969358,-75290038,Neem
5795,021586,2969358,-75290038,Neem
5796,031667,2970268,-75293176,Mango
5797,031667,2970268,-75293176,Mango
5798,031667,2970302,-75293183,Carbonero
5799,031667,2970303,-75293161,Neem
5800,031667,2970309,-75293233,Guamo
5801,004861,2970436,-75293359,Mango
5802,011569,2970392,-75289653,Oití
5803,011569,2970392,-75289653,Oití
5804,011148,2970742,-75289111,Aceituno
5805,025991,2970722,-75289111,Aceituno
5806,025991,2970751,-75289306,Caimo
5807,011568,2970703,-75289463,Oití
5808,011574,2970785,-75289682,Oití
5809,011574,2970734,-75289671,Oití
5810,021580,2970723,-75289989,Oití
5811,051756,2970838,-75290238,Paraiso / Sombrilla
5812,051756,2970878,-75290257,Paraiso / Sombrilla
5813,004525,297107,-75290268,Paraiso / Sombrilla
5814,004771,2971058,-75289236,Paraiso / Sombrilla
5815,004204,2971389,-75289739,Mango
5816,004161,2971172,-75289769,Maiz tostao
5817,054399,2971774,-75289256,Neem
5818,003954,2971712,-75288795,Cují
5819,053004,2971974,-75289254,Oití
5820,053004,2971974,-75289254,Oití
5821,051051,2972123,-75290013,Ceiba
5822,004206,2972092,-75290305,Oití
5823,050988,2972151,-75290548,Carbonero
5824,004128,2972374,-75290145,Guacimo
5825,025536,2972826,-75290187,Guayacan trebol
5826,025536,2972858,-75290169,Guayacan trebol
5827,038719,2972232,-75289851,Oití
5828,038719,2972232,-75289851,Oití
5829,016868,2972232,-75289851,Oití
5830,016868,2972386,-75289277,Oití
5831,016868,2972428,-75289284,Oití
5832,004246,2972275,-75288334,Samán
5833,004096,2972196,-75288563,Guayacan trebol
5834,053081,297232,-75288793,Samán
5835,053081,2972342,-75288801,Leucaena
5836,053081,2972196,-75288808,Samán
5837,016826,2972439,-75288944,Guayacan trebol
5838,004384,2972539,-75288862,Oití
5839,004365,2972621,-75288958,Leucaena
5840,004365,2972621,-75288958,Leucaena
5841,010817,2972644,-75289034,Leucaena
5842,010817,2972644,-75289034,Leucaena
5843,003473,2972741,-75288722,Pomarrosa
5844,030026,2972698,-75288305,Oití
5845,003312,2973057,-75290137,Guayacan trebol
5846,003312,2973057,-75290137,Guayacan trebol
5847,012526,2973466,-75289081,Ocobo
5848,012562,2973519,-75288986,Oití
5849,051710,2973618,-75289125,Neem
5850,051710,2973627,-75289138,Cují
5851,012591,2973372,-75288742,Oití
5852,012591,297337,-75288777,Oití
5853,012599,297332,-75288151,Oití
5854,012599,297332,-75288151,Oití
5855,012561,2973742,-75288893,Neem
5856,038711,2974977,-75288548,Oití
5857,011383,2974673,-75289256,Neem
5858,018919,2973993,-75288909,Oití
5859,051710,2.973727,-75.289208,Neem
5860,000607,2973925,-75289293,Neem
5861,000607,2973959,-75289293,Neem
5862,000607,2973958,-75289252,Neem
5863,010277,2973354,-75289854,Ocobo
5864,051057,2.973708,-75.289965,Neem
5865,051100,2973654,-75290371,Samán
5866,019726,2973636,-75290598,Oití
,,2973636,-75290598,Oití
,012093,2974059,-75290902,Oití
,012056,2974598,-75290034,Oití
,012088,2.974598,-75.290034,Oití
,050904,2975184,-75290045,Neem
,011775,2975556,-75290408,Oití
,039308,2975915,-75290305,Oití
,039308,2975778,-75290654,Oití
,012074,2975667,-75290742,Samán
,012067,2975564,-75290067,Samán
,053484,2975391,-75290799,Mango
,053484,2.975391,-75.290799,Mango
,011782,2974936,-75290595,Aceituno
,011782,2974909,-75290647,Paraiso / Sombrilla
,012084,2974957,-75290893,Oití
,012084,2.974957,-75.290893,Oití
,011789,2975196,-75291006,Mamoncillo
,041427,2974104,-75290988,Oití
,041427,2974153,-75291012,Oití
,000605,2973839,-75289283,Oití
,026505,2975526,-75290840,Samán
,011797,2975519,-75290955,Samán
,012059,2975158,-75291095,Payandé
,011138,2975161,-75291054,Samán
,016778,"2,950,347","-75,285,465",Neem
,016778,"2,950,375","-75,285,448",Oití
,016778,"2,950,375","-75,285,448",Oití
,016778,"2,950,429","-75,285,449",Samán
,016733,"295,014","-75,285,373",Oití
,016733,"2,950,183","-7,528,534",Samán
,017503,"294,977","-75,284,318",Dinde
,017505,"2,949,743","-75,284,369",Neem
,024035,"2,949,689","-75,284,482",Neem
,024010,"2,949,651","-75,284,431",Oití
,024010,"2,949,611","-75,284,433",Mamoncillo
,034029,"2,949,676","-75,284,342",Guacimo
,034250,"2,949,511","-75,284,226",Guacimo
,034250,"2,949,511","-75,284,226",Guacimo
,035302,"2,949,481","-75,284,283",Guamillo
,035302,"2,949,308","-75,284,169",Samán
,035302,"2,949,308","-75,284,169",Samán
,035358,"2,949,341","-75,284,088",nogal blanco
,037350,"2,949,357","-75,284,393",Guamillo
,037350,"2,949,248","-75,284,481",Guacimo
,035308,"2,949,318","-7,528,465",Samán
,035315,"2,949,285","-75,284,813",Samán
,024029,"2,949,394","-75,285,048",Aceituno
,024029,"2,949,394","-75,285,048",Aceituno
,024029,"2,949,365","-75,285,037",Aceituno
,024029,"2,949,365","-75,285,037",Aceituno
,024029,"2,949,365","-75,285,037",Aceituno
,024046,"2,949,464","-75,284,939",Palo de cruz
,024024,"2,949,481","-75,284,687",Aliso
,024044,"2,949,605","-752,846",Oití
,024044,"2,949,605","-752,846",Oití
,024044,"2,949,605","-752,846",Oití
,024044,"2,949,557","-75,284,585",Oití
,024044,"2,949,557","-75,284,585",Oití
,024039,"2,949,554","-75,284,539",Mamoncillo
,019444,"2,948,709","-75,284,835",Oití
,019444,"2,948,709","-75,284,835",Oití
,019567,"2,949,379","-75,285,194",Chirlobirlo
,019595,"2,949,297","-75,285,214",Samán
,024014,"294,924","-75,285,152",Ocobo
,024014,"2,949,232","-75,285,187",Oití
,024033,"2,949,115","-75,285,286",Oití
,024018,"2,948,997","-75,285,423",Teca
,024018,"2,948,977","-75,285,451",Teca
,024018,"2,948,977","-75,285,451",Teca
,033280,"2,948,884","-75,285,593",Oití
,006784,"2,948,786","-75,285,703",Cedro macho
,006784,"2,948,763","-75,285,721",Oití
,006784,"2,948,763","-75,285,721",Oití
,064928,"2,948,596","-75,285,705",Neem
,043578,"2,948,467","-75,285,749",Guayacan trebol
,024016,"2,949,072","-75,285,989",Oití
,024016,"2,949,072","-75,285,989",Oití
,024016,"2,949,124","-75,285,968",Aceituno
,024016,"2,949,124","-75,285,968",Aceituno
,024019,"2,949,155","-7,528,586",Oití
,024019,"2,949,155","-7,528,586",Oití
,024019,"2,949,155","-7,528,586",Oití
,024019,"2,949,137","-75,285,855",Oití
,024019,"2,949,123","-75,285,791",Ocobo
,024021,"2,949,097","-75,285,836",Oití
,024038,"2,949,187","-7,528,567",Mango
,024017,"2,949,223","-75,285,614",Oití
,024027,"2,949,085","-75,285,813",Samán
,024032,"2,949,223","-75,285,447",Aceituno
,024033,"294,932","-752,853",limon mandarino
,019576,"2,948,857","-75,284,971",Samán
,017948,"2,948,576","-75,285,564",Oití
,017948,"2,948,576","-75,285,564",Oití
,033039,"2,948,422","-75,285,584",Oití
,033039,"2,948,422","-75,285,584",Oití
,033018,"2,948,335","-75,285,596",Neem
,017243,"2,948,209","-75,285,537",Neem
,017274,"2,948,055","-75,285,646",Neem
,017274,"2,947,993","-75,285,635",Pomarrosa
,019510,"294,841","-75,284,813",Oití
,019687,"2,948,242","-75,284,573",Ocobo
,019687,"2,948,242","-75,284,573",Ocobo
,019687,"2,948,242","-75,284,573",Ocobo
,034043,"2,949,339","-75,284,273",Oití
,034043,"2,949,308","-75,284,305",nogal blanco
,017438,"2,947,815","-75,285,497",Oití
,019411,"2,948,112","-75,284,519",Oití
,019411,"2,948,112","-75,284,519",Oití
,019411,"2,948,112","-75,284,519",Oití
,017237,"2,947,988","-75,284,431",Oití
,017237,"2,947,988","-75,284,431",Oití
,017237,"2,947,988","-75,284,431",Oití
,017237,"2,947,937","-75,284,413",Ocobo
,017237,"2,947,937","-75,284,413",Ocobo
,017237,"2,947,937","-75,284,413",Ocobo
,063924,"2,947,896","-7,528,439",Guacimo
,063924,"2,947,869","-75,284,385",Mango
,063924,"2,947,869","-75,284,385",Mango
,063924,"2,947,869","-75,284,385",Mango
,063924,"2,947,839","-7,528,438",Oití
,063924,"2,947,839","-7,528,438",Oití
,063924,"2,947,839","-7,528,438",Oití
,019401,"2,947,781","-75,284,351",Mamoncillo
,019401,"2,947,781","-75,284,351",Mamoncillo
,019401,"2,947,781","-75,284,351",Mamoncillo
,019401,"2,947,756","-75,284,335",Aceituno
,019401,"2,947,735","-75,284,322",Neem
,019519,"2,947,666","-75,284,281",Oití
,019519,"2,947,637","-75,284,268",Ocobo
,019519,"2,947,625","-75,284,261",Mango
,019512,"2,947,356","-75,284,191",Oití
,019512,"2,947,356","-75,284,191",Oití
,019512,"2,947,356","-75,284,191",Oití
,019512,"2,947,356","-75,284,191",Oití
,019512,"2,947,447","-75,284,181",Oití
,019512,"2,947,447","-75,284,181",Oití
,019512,"2,947,447","-75,284,181",Oití
,029510,"2,947,281","-75,284,155",Ocobo
,019440,"2,947,192","-75,284,124",Almendro
,019449,"2,947,128","-75,284,084",Samán
,029515,"2,947,236","-75,284,436",Samán
,063927,"2,947,482","-75,284,525",Samán
,063927,"2,947,598","-75,284,576",Vainillo
,017500,"2,947,518","-75,285,444",Oití
,017500,"2,947,495","-75,285,492",Oití
,017500,"2,947,481","-75,285,475",Pomarrosa
,017439,"294,743","-75,285,457",Oití
,017218,"294,703","-75,285,287",Pomarrosa
,017405,"2,946,777","-7,528,519",Oití
,017405,"2,946,777","-7,528,519",Oití
,019409,"2,946,588","-75,285,107",Oití
,017204,"2,946,414","-75,285,011",Pomarrosa
,016244,"2,946,491","-75,283,796",Mango
,016244,"2,946,491","-75,283,796",Mango
,016244,"2,946,491","-75,283,796",Mango
,031490,"2,946,382","-75,283,738",Ocobo
,016289,"2,946,254","-7,528,371",Ocobo
,016289,"2,946,254","-7,528,371",Ocobo
,016289,"2,946,254","-7,528,371",Ocobo
,3365-35,"2,946,051","-75,283,711",Oití
,3368-35,"2,945,992","-752,839",Oití
,016243,"2,945,955","-75,283,928",Ocobo
,3372-35,"2,946,218","-75,284,038",Neem
,017227,"2,946,436","-75,283,097",Neem
,017227,"2,946,436","-75,283,097",Neem
,017227,"2,946,436","-75,283,097",Neem
,017227,"2,946,422","-75,283,074",Neem
,017227,"2,946,422","-75,283,074",Neem
,017489,"2,946,039","-75,282,928",Neem
,017235,"2,945,974","-75,283,147",Oití
,017235,"2,945,909","-7,528,313",Oití
,017235,"2,945,909","-7,528,313",Oití
,017235,"2,945,909","-7,528,313",Oití
,017656,"2,945,591","-75,283,107",Guacimo
,017657,"2,945,521","-75,283,204",Guayacan trebol
,017657,"2,945,521","-75,283,204",Guayacan trebol
,017657,"2,945,521","-75,283,204",Guayacan trebol
,017657,"2,945,497","-75,283,259",Guayacan trebol
,017457,"2,945,472","-75,283,383",Neem
,017457,"2,945,456","-75,283,415",Guayacan trebol
,017214,"2,945,352","-75,283,597",Mamoncillo
,017464,"2,945,298","-75,283,718",Neem
,017464,"2,945,258","-75,283,787",Neem
,017464,"2,945,258","-75,283,787",Neem
,009648,"2,944,823","-75,283,893",Samán
,020553,"2,944,697","-75,283,938",Leucaaena
,020553,"294,472","-75,283,983",Cují
,020555,"294,479","-75,284,137",Aceituno
,020555,"294,479","-75,284,137",Aceituno
,020595,"2,944,883","-75,284,094",Guayacan trebol
,020599,"2,944,918","-75,284,153",Ocobo
,017205,"294,523","-75,283,926",Aliso
,017205,"2,945,223","-75,284,002",Neem
,017205,"2,945,223","-75,284,002",Neem
,017205,"2,945,223","-75,284,002",Neem
,040483,"2,945,199","-75,284,094",Oití
,020524,"2,945,219","-75,284,444",Guayacan trebol
,020954,"2,945,331","-75,284,496",Leucaaena
,020594,"2,945,347","-75,284,543",Almendro
,063926,"2,947,758","-75,284,667",Neem
,062936,"2,947,807","-75,284,683",Neem
,009645,"2,947,665","-75,282,456",Mamoncillo
,017260,"2,947,377","-75,282,516",Guacimo
,017260,"2,947,377","-75,282,516",Guacimo
,017260,"2,947,358","-75,282,524",Guacimo
,017260,"2,947,358","-75,282,524",Guacimo
,017435,"2,946,003","-75,283,088",Neem
,020072,"2,945,088","-75,284,422",Leucaaena
,030730,"2,945,378","-75,284,798",Neem
,030750,"294,567","-75,284,907",Leucaaena
,017240,"2,945,722","-7,528,477",Guayacan trebol
,030739,"2,947,392","-75,285,559",Neem
,030739,"2,947,458","-75,285,581",Oití
,008546,"2,947,732","-752,857",Neem
,008546,"2,947,732","-752,857",Neem
,008546,"2,947,732","-752,857",Neem
,008546,"2,947,748","-75,285,712",Neem
,008546,"2,947,748","-75,285,712",Neem
,008546,"2,947,748","-75,285,712",Neem
,030711,"2,948,353","-75,285,949",Payandé
,068540,"2,948,664","-7,528,607",Neem
,068540,"2,948,664","-7,528,607",Neem
,030703,"2,949,107","-75,286,233",Neem
,030703,"2,949,107","-75,286,233",Neem
,030703,"2,949,502","-75,286,389",Neem
,030703,"2,949,502","-75,286,389",Neem
,017155,"2,952,151","-75,285,072",Guacimo
,067975,"2,972,768","-7,528,765",Neem
,067975,"2,972,768","-7,528,765",Neem
,028442,"2,972,548","-75,287,749",Neem
,028447,"297,226","-75,287,908",Samán
,068776,"2,972,312","-75,288,057",Guacimo
,068776,"2,972,312","-75,288,057",Guacimo
,067977,"2,972,142","-75,287,978",Samán
,028924,"29,722","-75,288,102",leucaena
,068723,"297,208","-75,288,194",neem
,028358,"2,972,009","-75,288,079",leucaena
,028443,"2,971,786","-75,288,183",Samán
,068757,"2,971,264","-75,288,646",neem
,068757,"2,971,264","-75,288,646",neem
,028487,"2,971,277","-75,288,442",neem
,028487,"2,971,219","-75,288,499",ceiba
,028913,"297,057","-75,289,005",Samán
,028460,"2,970,315","-75,289,119",leucaena
,036744,"2,970,289","-75,289,009",neem
,036744,"2,970,297","-75,288,963",Guacimo
,066771,"2,970,134","-75,289,036",neem
,067661,"2,970,134","-75,289,036",neem
,067805,"2,969,826","-75,289,195",leucaena
,067805,"2,969,826","-75,289,195",leucaena
,067814,"2,969,857","-75,289,431",leucaena
,067814,"2,969,858","-75,289,409",neem
,067814,"2,969,858","-75,289,409",neem
,011748,"2,970,103","-75,289,394",Oití
,011748,"2,970,103","-75,289,394",Oití
,011748,"2,970,111","-75,289,438",Oití
,064657,"2,970,035","-7,528,978",Aliso
,064657,"2,970,038","-75,289,797",Samán
,021583,"2,969,968","-75,290,044",mango
,021583,"2,969,948","-75,290,041",mango
,011736,"296,982","-75,289,614",ocobo
,037470,"2,969,656","-75,289,729",neem
,037470,"2,969,656","-75,289,729",neem
,028311,"2,969,621","-75,289,602",leucaena
,028311,"2,969,621","-75,289,602",leucaena
,028468,"296,966","-75,289,332",neem
,028468,"296,966","-75,289,332",neem
,028468,"2,969,595","-75,289,361",neem
,028468,"2,969,585","-75,289,361",neem
,067848,"296,935","-75,289,507",neem
,067848,"2,969,313","-75,289,518",cují
,067848,"2,969,313","-75,289,518",cují
,067848,"2,969,329","-75,289,522",leucaena
,067848,"2,969,329","-75,289,522",leucaena
,028469,"2,969,389","-75,289,628",leucaena
,028469,"2,969,389","-75,289,628",leucaena
,028469,"2,969,461","-75,289,762",leucaena
,028469,"2,969,461","-75,289,762",leucaena
,028469,"2,969,534","-75,289,778",leucaena
,068745,"296,947","-75,289,851",neem
,028319,"2,969,152","-75,289,619",Payandé
,044522,"2,969,076","-7,529,001",Payandé
,068743,"2,969,024","-75,289,854",Guacimo
,028459,"2,968,917","-75,289,712",Payandé
,028459,"296,897","-75,289,715",Guacimo
,028459,"2,968,965","-75,289,677",Payandé
,028459,"2,968,965","-75,289,677",Payandé
,068749,"2,968,569","-75,290,158",leucaena
,068749,"2,968,544","-75,290,116",leucaena
,068749,"296,857","-75,290,114",leucaena
,068749,"296,857","-75,290,114",leucaena
,028446,"2,968,387","-75,290,034",Guacimo
,028446,"2,968,387","-75,290,034",Guacimo
,028453,"2,968,211","-75,290,102",Payandé
,028489,"2,968,254","-75,290,285",leucaena
,067822,"2,967,958","-7,529,041",neem
,067822,"2,967,914","-75,290,424",Guacimo
,067894,"2,967,844","-75,290,281",Oití
,067894,"2,967,805","-75,290,301",Oití
,028474,"2,967,657","-75,290,393",Payandé
,028644,"296,771","-7,529,053",Acacia roja
,028644,"2,967,723","-75,290,556",ocobo
,028644,"2,967,667","-7,529,056",Guacimo
,028482,"2,967,485","-75,290,493",neem
,028373,"2,967,375","-75,290,708",neem
,028373,"2,967,353","-75,290,704",neem
,028373,"2,967,353","-75,290,704",neem
,037095,"29,671","-75,290,872",neem
,037068,"2,966,983","-75,290,837",Payandé
,037068,"2,966,987","-75,290,822",Payandé
,037007,"2,966,898","-75,290,998",Guacimo
,037007,"2,966,869","-75,290,993",Igua
,037079,"2,966,829","-75,290,832",neem
,037079,"2,966,807","-75,290,831",Payandé
,037084,"2,966,627","-7,529,093",Igua
,037084,"2,966,603","-75,290,951",Payandé
,037084,"2,966,603","-75,290,951",Payandé
,037084,"2,966,603","-75,290,951",Payandé
,037084,"2,966,603","-75,290,951",Payandé
,037082,"2,966,672","-75,291,083",ocobo
,037005,"2,966,476","-75,291,172",neem
,037005,"2,966,445","-7,529,118",Igua
,037005,"2,966,442","-75,291,132",Guacimo
,037006,"2,966,253","-75,291,321",Samán
,037006,"2,966,243","-75,291,319",neem
,037006,"2,966,243","-75,291,319",neem
,037006,"2,966,166","-75,291,349",Igua
,028636,"2,966,144","-75,291,252",Igua
,037080,"2,965,964","-75,291,444",ocobo
,037092,"296,589","-75,291,478",Payandé
,037009,"2,965,838","-75,291,379",Payandé
,037009,"2,965,838","-75,291,379",Payandé
,028651,"2,965,816","-7,529,143",Payandé
,028651,"2,965,816","-7,529,143",Payandé
,037525,"2,964,519","-75,291,722",Igua
,037428,"2,964,237","-75,291,847",leucaena
,037412,"2,963,243","-7,529,224",Lluvia de oro
,010506,"2,976,079","-75,289,092",Oití
,016857,"2,976,047","-75,289,272",Oití
,016833,"2,976,081","-75,289,475",Almendro
,010559,"2,976","-7,528,851",Igua
,010559,"2,976","-7,528,851",Igua
,050915,"2,974,001","-75,287,969",Oití
,050915,"2,974,001","-75,287,969",Oití
,021931,"2,973,992","-75,288,067",Oití
,021931,"2,974,006","-75,288,097",Oití
,021931,"2,974,006","-75,288,097",Oití
,021931,"2,974,038","-75,288,097",limoncillo
,021968,"2,974,098","-7,528,809",Ocobo
,021968,"2,974,167","-75,288,094",Samán
,031004,"2,974,066","-75,287,956",Oití
,031004,"2,974,094","-75,287,948",Oití
,012567,"2,974,204","-75,287,944",Oití
,021925,"2,974,206","-75,288,014",Almendro
,012548,"2,973,991","-75,288,622",Oití
,012571,"2,973,994","-7,528,875",Palo de cruz
,012571,"2,974,044","-75,288,734",Carbonero
,012559,"2,974,589","-75,288,482",Aceituno
,012559,"2,974,604","-75,288,516",Aceituno
,012553,"2,974,871","-75,288,406",Samán
,066065,"2,975,124","-75,287,495",Oití
,069691,"2,975,249","-75,287,648",ceiba
,069691,"2,975,328","-752,876",Oití
,069691,"2,975,328","-752,876",Oití
,069691,"297,535","-75,287,657",Oití
,069691,"297,535","-75,287,657",Oití
,069691,"297,535","-75,287,657",Oití
,026715,"2,975,364","-75,287,821",Oití
,036065,"2,975,183","-75,287,807",mango
,069637,"2,975,398","-75,288,222",Leucaena
,069637,"2,975,398","-75,288,222",Leucaena
,069898,"297,518","-75,288,391",Guacimo
,069896,"2,975,143","-75,288,424",Samán
,016885,"2,975,454","-75,288,054",Aceituno
,016830,"2,975,715","-75,287,466",Oití
,016830,"2,975,715","-75,287,466",Oití
,016886,"2,975,667","-75,287,812",Oití
,017351,"2,975,763","-75,288,422",Neem
,010539,"2,976,017","-75,288,408",Neem
,016860,"2,976,198","-75,287,344",limoncillo
,016860,"2,976,224","-75,287,344",limoncillo
,010652,"2,976,591","-75,288,591",Neem
,010886,"2,976,478","-752,873",ocobo
,010886,"2,976,478","-752,873",ocobo
,038732,"2,980,228","-7,528,614",Samán
,007094,"2,980,236","-75,286,497",limoncillo
,010052,"2,979,845","-75,286,689",mango
,010052,"2,979,845","-75,286,689",mango
,010051,"2,979,287","-75,286,496",Maíz tostao
,010051,"2,979,287","-75,286,496",Maíz tostao
,010032,"2,979,305","-75,286,726",Oití
,010005,"2,979,291","-75,286,923",limoncillo
,069950,"2,979,552","-75,286,835",Leucaena
,069973,"2,979,623","-75,286,795",Leucaena
,069973,"2,979,623","-75,286,795",Leucaena
,069973,"2,979,666","-75,286,777",Payandé
,069973,"2,979,666","-75,286,777",Payandé
,006577,"2,978,733","-75,287,059",Chirlobirlo
,006573,"2,977,934","-75,288,739",Matarraton
,067680,"2,977,034","-75,287,027",Neem
,067614,"2,977,019","-7,528,693",Neem
,067683,"2,976,931","-75,287,065",Guayacan trebol
,067683,"2,976,931","-75,287,065",Guayacan trebol
,067683,"2,976,931","-75,287,065",Guayacan trebol
,067794,"297,664","-75,287,113",Leucaena
,067794,"2,976,616","-75,287,034",Leucaena
,067617,"2,976,353","-75,287,157",Leucaena
,067730,"2,976,063","-75,287,155",Leucaena
,067730,"2,976,047","-75,287,174",Leucaena
,067612,"2,975,706","-75,287,111",Leucaena
,028221,"2,975,798","-75,286,973",Leucaena
,028490,"2,976,004","-75,286,944",Leucaena
,028490,"2,976,003","-75,286,995",Leucaena
,067608,"2,976,317","-75,286,953",Leucaena
,050940,"2,976,467","-75,286,646",Leucaena
,050920,"2,976,094","-75,286,775",Caucho sp.
,050920,"2,976,095","-75,286,824",Payandé
,067744,"2,975,527","-75,287,074",Leucaena
,067744,"2,975,533","-7,528,706",Leucaena
,067744,"2,975,508","-75,287,077",Leucaena
,067692,"2,975,508","-75,286,951",Leucaena
,067701,"2,975,248","-75,287,087",Leucaena
,067701,"2,975,161","-75,287,102",Leucaena
,067609,"2,975,202","-75,286,964",Leucaena
,067609,"29,752","-75,286,983",Leucaena
,068423,"2,974,218","-75,287,044",Leucaena
,068423,"2,974,218","-75,287,044",Leucaena
,067784,"2,974,034","-75,287,117",Neem
,028912,"297,378","-75,287,291",Leucaena
,028476,"297,376","-75,287,163",Leucaena
,028477,"2,973,258","-75,287,377",Leucaena
,028477,"2,973,258","-75,287,377",Leucaena
,028477,"2,973,258","-75,287,377",Leucaena
,028920,"2,973,236","-75,287,444",Leucaena
,028920,"2,973,236","-75,287,444",Leucaena
,009079,"2,973,097","-75,287,317",Ceiba
,009587,"2,976,469","-75,283,806",Igua
,009157,"2,976,517","-75,283,946",vainillo
